partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,sexo,regiao
PL,69,63,384481.0,5572.19,0.0,174281.0,171500.0,38700.0,0.0,101,46,210883.95,2087.96,MASCULINO,NNE
PT,33,32,244372.95,7405.24,0.0,104000.0,140372.95,0.0,0.0,94,92,242632.2,2581.19,MASCULINO,SSE
PT,324,308,276264.14,852.67,61450.0,81900.0,96314.14,35000.0,1600.0,335,261,288353.66,860.76,MASCULINO,SSE
PMDB,19,19,1521958.92,80103.1,394458.92,5000.0,1040000.0,82500.0,0.0,48,48,1521687.23,31701.82,MASCULINO,NNE
PMDB,10,10,66854.0,6685.4,0.0,30900.0,30700.0,5254.0,0.0,32,30,66776.7,2086.77,MASCULINO,NNE
PMDB,19,18,229630.0,12085.79,0.0,17930.0,200700.0,11000.0,0.0,30,30,229626.15,7654.2,MASCULINO,NNE
PPS,37,34,208700.0,5640.54,0.0,121700.0,87000.0,0.0,0.0,54,54,210800.0,3903.7,FEMININO,NNE
PSDB,53,52,996554.0,18802.91,0.0,98544.0,892370.0,5640.0,0.0,699,591,900155.18,1287.78,MASCULINO,SSE
PFL,8,8,165887.36,20735.92,0.0,0.0,160887.36,5000.0,0.0,48,47,162635.61,3388.24,MASCULINO,NNE
PTB,168,141,728337.22,4335.34,150105.5,65749.93,494681.79,17800.0,0.0,425,324,675784.7,1590.08,MASCULINO,SSE
PMDB,21,21,226818.0,10800.86,68038.0,13780.0,49000.0,96000.0,0.0,290,233,204411.84,704.87,MASCULINO,NNE
PMDB,10,10,199523.68,19952.37,33420.0,0.0,117154.68,48949.0,0.0,91,87,197770.75,2173.3,MASCULINO,NNE
PTB,134,130,986019.17,7358.35,16301.42,87237.5,590462.25,292018.0,0.0,431,338,850580.04,1973.5,MASCULINO,SSE
PFL,24,23,394263.74,16427.66,72783.74,26800.0,194680.0,100000.0,0.0,674,625,359284.93,533.06,FEMININO,NNE
PFL,17,16,279731.4,16454.79,22810.4,150.0,137050.0,119721.0,0.0,270,258,276495.68,1024.06,MASCULINO,NNE
PFL,11,11,232800.4,21163.67,119450.4,850.0,35000.0,77500.0,0.0,206,185,232742.65,1129.82,MASCULINO,NNE
PTB,67,64,994314.74,14840.52,361455.33,52544.41,579839.0,476.0,0.0,116,94,972584.81,8384.35,MASCULINO,SSE
PSB,192,189,157700.0,821.35,0.0,41300.0,7700.0,53200.0,55500.0,64,56,190822.97,2981.61,MASCULINO,NNE
PSB,12,12,1199700.0,99975.0,0.0,54200.0,1140000.0,0.0,5500.0,180,133,1191233.05,6617.96,MASCULINO,NNE
PTB,134,130,292621.96,2183.75,17500.74,173250.0,101871.22,0.0,0.0,245,162,210292.76,858.34,MASCULINO,SSE
PMDB,32,27,251502.05,7859.44,116800.0,49656.05,76700.0,8346.0,0.0,85,52,218790.52,2574.01,FEMININO,NNE
PMDB,20,20,325055.59,16252.78,10000.0,27795.59,237100.0,50160.0,0.0,63,61,321954.37,5110.39,MASCULINO,NNE
PL,28,25,437001.5,15607.2,1125.5,46876.0,234500.0,154500.0,0.0,641,507,400981.24,625.56,MASCULINO,SSE
PMDB,132,129,890686.0,6747.62,0.0,6000.0,339500.0,17200.0,527986.0,177,168,951514.88,5375.79,MASCULINO,NNE
PL,13,12,256227.0,19709.77,1600.0,24627.0,111000.0,119000.0,0.0,367,332,244768.72,666.94,MASCULINO,SSE
PMDB,49,34,610514.4,12459.48,0.0,214000.0,355514.4,41000.0,0.0,186,159,547444.69,2943.25,MASCULINO,NNE
PT,82,81,110779.4,1350.97,0.0,63590.0,46189.4,1000.0,0.0,104,93,145779.96,1401.73,MASCULINO,NNE
PMDB,220,211,880598.0,4002.72,0.0,65650.0,307000.0,20000.0,487948.0,432,349,928870.2,2150.16,MASCULINO,NNE
PT,105,99,459399.0,4375.23,0.0,151250.0,255999.0,52150.0,0.0,670,639,444035.41,662.74,MASCULINO,NNE
PT,25,22,505609.64,20224.39,0.0,3800.0,428480.0,73329.64,0.0,164,156,497984.93,3036.49,MASCULINO,NNE
PT,36,36,208350.0,5787.5,0.0,81350.0,29000.0,98000.0,0.0,99,74,188139.04,1900.39,MASCULINO,NNE
PPS,51,46,1162113.32,22786.54,112500.0,93100.0,956513.32,0.0,0.0,303,271,959448.45,3166.5,MASCULINO,NNE
PFL,296,281,356510.56,1204.43,0.0,55950.0,110560.56,0.0,190000.0,160,141,441394.14,2758.71,MASCULINO,NNE
PT,36,35,111009.98,3083.61,0.0,29029.98,2000.0,79980.0,0.0,57,48,106153.82,1862.35,MASCULINO,NNE
PSB,26,25,539597.75,20753.76,343744.09,7000.0,186853.66,0.0,2000.0,41,38,513950.77,12535.38,MASCULINO,NNE
PFL,14,12,527220.0,37658.57,0.0,52720.0,472000.0,2500.0,0.0,90,85,478097.48,5312.19,MASCULINO,NNE
PFL,27,27,510916.5,18922.83,0.0,69500.0,199502.75,72001.35,169912.4,267,243,493519.91,1848.39,MASCULINO,NNE
PSDB,24,23,769676.83,32069.87,93575.0,0.0,650110.03,25991.8,0.0,143,137,765087.91,5350.27,MASCULINO,NNE
PP,2,2,20000.0,10000.0,0.0,10000.0,0.0,10000.0,0.0,20,18,19980.73,999.04,MASCULINO,SSE
PSB,20,20,359520.0,17976.0,0.0,52400.0,207120.0,100000.0,0.0,24,24,359131.94,14963.83,MASCULINO,NNE
PP,30,28,271650.0,9055.0,49350.0,40300.0,175000.0,7000.0,0.0,70,67,268549.99,3836.43,MASCULINO,SSE
PSDB,14,14,405067.17,28933.37,187125.0,0.0,217500.0,442.17,0.0,92,88,404050.84,4391.86,MASCULINO,NNE
PSB,15,14,151409.51,10093.97,0.0,13600.0,98000.0,22814.01,16995.5,87,76,111626.76,1283.07,MASCULINO,NNE
PP,113,88,732491.52,6482.23,0.0,115620.0,500020.19,17351.33,99500.0,345,244,658539.82,1908.81,MASCULINO,NNE
PC do B,116,63,566627.74,4884.72,566627.74,0.0,0.0,0.0,0.0,116,63,404147.74,3484.03,MASCULINO,NNE
PSB,32,31,115271.05,3602.22,21359.1,28950.0,17255.0,47706.95,0.0,43,35,110471.05,2569.09,MASCULINO,SSE
PT,44,44,109565.86,2490.13,10107.75,33937.0,54066.4,11454.71,0.0,143,119,108427.92,758.24,MASCULINO,NNE
PMDB,17,17,500970.53,29468.85,0.0,86257.53,262000.0,152713.0,0.0,205,204,498139.68,2429.95,MASCULINO,NNE
PMDB,6,6,340000.0,56666.67,0.0,0.0,340000.0,0.0,0.0,43,41,332000.0,7720.93,MASCULINO,NNE
PMDB,46,43,104610.0,2274.13,61960.0,41600.0,0.0,1050.0,0.0,120,87,94881.95,790.68,MASCULINO,NNE
PMDB,16,15,989293.3,61830.83,0.0,21000.0,968293.3,0.0,0.0,158,143,877093.3,5551.22,MASCULINO,NNE
PMDB,35,26,280655.6,8018.73,0.0,68500.0,54400.0,157755.6,0.0,119,100,250371.38,2103.96,MASCULINO,NNE
PMDB,21,21,203115.0,9672.14,0.0,8115.0,190000.0,5000.0,0.0,31,25,200555.72,6469.54,MASCULINO,NNE
PMDB,62,62,877640.0,14155.48,0.0,127300.0,734340.0,16000.0,0.0,308,238,717429.14,2329.32,MASCULINO,NNE
PMDB,39,35,223149.52,5721.78,1000.0,5760.0,0.0,216389.52,0.0,91,73,207563.88,2280.92,MASCULINO,NNE
PC do B,57,53,335241.49,5881.43,124512.89,14300.0,196428.6,0.0,0.0,49,46,331330.91,6761.86,FEMININO,NNE
PDT,179,175,516306.72,2884.4,0.0,145077.15,319429.57,6800.0,45000.0,965,711,468365.0,485.35,MASCULINO,SSE
PT,251,230,442078.98,1761.27,0.0,161670.0,242500.0,37908.98,0.0,602,432,442449.23,734.97,MASCULINO,SSE
PDT,16,11,273464.6,17091.54,0.0,0.0,243464.6,30000.0,0.0,237,224,251674.6,1061.92,MASCULINO,SSE
PP,24,22,257095.0,10712.29,5195.0,94500.0,0.0,157400.0,0.0,504,456,245773.82,487.65,MASCULINO,NNE
PP,26,26,122956.28,4729.09,1960.0,9150.0,111846.28,0.0,0.0,41,35,120653.76,2942.77,MASCULINO,NNE
PSB,43,36,286076.0,6652.93,0.0,185299.0,8500.0,15677.0,76600.0,204,171,255197.73,1250.97,MASCULINO,SSE
PDT,27,21,129286.83,4788.4,0.0,500.0,105086.83,23700.0,0.0,95,83,126221.0,1328.64,MASCULINO,SSE
PSDB,65,54,1507865.29,23197.93,4509.43,322200.0,1073609.7,38000.0,69546.16,1531,1493,1469804.22,960.03,MASCULINO,SSE
PSDB,85,79,364628.88,4289.75,14579.14,36245.69,291440.0,22364.05,0.0,536,490,351515.7,655.81,MASCULINO,SSE
PSDB,390,373,342026.23,876.99,32366.26,58495.21,192397.23,0.0,58767.53,437,360,522819.31,1196.38,MASCULINO,SSE
PV,46,46,294455.47,6401.21,20665.5,22700.0,172150.0,78939.97,0.0,792,752,285345.79,360.29,MASCULINO,SSE
PMDB,17,17,404350.0,23785.29,50000.0,7200.0,71600.0,275550.0,0.0,96,90,395267.98,4117.37,FEMININO,NNE
PMDB,58,55,313650.0,5407.76,50000.0,140600.0,99050.0,24000.0,0.0,107,74,210760.81,1969.73,MASCULINO,NNE
PP,14,14,150006.73,10714.77,57606.73,7400.0,85000.0,0.0,0.0,67,63,149961.63,2238.23,MASCULINO,SSE
PP,24,23,521710.98,21737.96,76160.98,3500.0,441500.0,550.0,0.0,942,667,485445.8,515.34,MASCULINO,SSE
PMDB,44,42,372647.0,8469.25,50720.0,26200.0,46917.0,248810.0,0.0,79,44,321098.94,4064.54,FEMININO,NNE
PV,101,101,801668.14,7937.31,0.0,113584.14,430553.0,115000.0,142531.0,226,176,648483.95,2869.4,MASCULINO,SSE
PMDB,12,12,231220.0,19268.33,720.0,500.0,230000.0,0.0,0.0,70,68,228463.57,3263.77,MASCULINO,NNE
PMDB,25,21,1960162.0,78406.48,672000.0,22000.0,1160162.0,106000.0,0.0,99,95,1878713.1,18976.9,MASCULINO,NNE
PSDB,60,58,982468.08,16374.47,79731.5,92736.58,810000.0,0.0,0.0,718,653,896454.38,1248.54,FEMININO,SSE
PMDB,8,8,128000.0,16000.0,50000.0,3000.0,75000.0,0.0,0.0,42,40,123953.53,2951.27,MASCULINO,NNE
PP,46,45,541295.08,11767.28,0.0,20000.0,511295.08,10000.0,0.0,494,352,385239.62,779.84,MASCULINO,SSE
PSDB,182,180,2179893.42,11977.44,4442.84,276800.0,1653534.06,74845.36,170271.16,392,378,2063095.42,5263.0,MASCULINO,SSE
PSDB,78,73,863387.69,11069.07,6310.0,16280.0,812894.64,9700.0,18203.05,801,692,703750.3,878.59,MASCULINO,SSE
PSDB,80,75,350860.88,4385.76,11039.69,54740.0,275581.19,0.0,9500.0,470,350,294937.2,627.53,MASCULINO,SSE
PT,15,14,181140.91,12076.06,0.0,33000.0,147266.56,570.0,304.35,41,41,171134.24,4174.01,MASCULINO,NNE
PT,255,215,114052.5,447.26,1704.5,52690.0,41250.0,18408.0,0.0,91,75,107393.2,1180.15,MASCULINO,NNE
PPS,19,19,330427.1,17390.9,20830.0,1317.1,298280.0,10000.0,0.0,257,216,306203.31,1191.45,MASCULINO,NNE
PSDB,401,288,977228.34,2436.98,22752.38,88581.0,860894.96,5000.0,0.0,1140,970,902678.74,791.82,MASCULINO,SSE
PDT,26,26,174275.5,6702.9,4985.5,31500.0,112390.0,400.0,25000.0,162,140,135797.58,838.26,MASCULINO,SSE
PT,158,153,240438.48,1521.76,304.35,53129.13,176000.0,11005.0,0.0,153,140,240176.96,1569.78,MASCULINO,NNE
PSDB,93,48,1028656.85,11060.83,0.0,58300.0,956085.69,4000.0,10271.16,1770,1567,957233.95,540.81,MASCULINO,SSE
PT,95,93,325224.35,3423.41,304.35,124420.0,145200.0,55300.0,0.0,166,130,288501.08,1737.96,MASCULINO,NNE
PSDB,183,181,579380.16,3166.01,6637.42,87190.1,475281.48,0.0,10271.16,430,293,599932.88,1395.19,MASCULINO,SSE
PT,89,75,137695.75,1547.14,4955.75,74490.0,5450.0,52800.0,0.0,134,117,120286.03,897.66,MASCULINO,NNE
PV,42,40,147619.09,3514.74,21087.0,9344.89,97720.0,19467.2,0.0,86,82,138894.89,1615.06,MASCULINO,SSE
PV,19,19,678966.0,35735.05,5071.0,10000.0,663895.0,0.0,0.0,593,469,636122.13,1072.72,MASCULINO,SSE
PT,48,47,195804.35,4079.26,5304.35,92600.0,40000.0,57900.0,0.0,100,75,152825.83,1528.26,MASCULINO,NNE
PFL,47,36,418027.78,8894.21,0.0,19000.0,200527.78,48500.0,150000.0,115,81,386667.3,3362.32,MASCULINO,NNE
PT,23,20,128726.71,5596.81,304.35,65480.0,44639.0,18303.36,0.0,70,68,116963.71,1670.91,MASCULINO,NNE
PSDB,171,161,445150.1,2603.22,11289.67,56109.38,357301.05,20450.0,0.0,447,285,495134.91,1107.68,MASCULINO,SSE
PSDB,77,75,1158224.26,15041.87,6485.0,20533.4,1070542.2,1500.0,59163.66,1872,1517,916025.72,489.33,MASCULINO,SSE
PFL,67,60,345482.65,5156.46,0.0,148725.0,94000.0,102757.65,0.0,316,268,332736.02,1052.96,MASCULINO,NNE
PSDB,174,169,964524.01,5543.24,3882.1,75200.0,757431.91,28500.0,99510.0,696,577,909284.54,1306.44,MASCULINO,SSE
PT,141,134,217506.33,1542.6,304.35,39201.98,158000.0,20000.0,0.0,77,66,225777.48,2932.18,MASCULINO,NNE
PMDB,297,270,490244.64,1650.66,54014.68,184469.96,234600.0,17160.0,0.0,779,482,367464.98,471.71,MASCULINO,SSE
PMDB,36,29,1380536.89,38348.25,50000.0,74910.0,1255626.89,0.0,0.0,1998,1694,1279927.67,640.6,FEMININO,SSE
PSDB,51,48,911906.54,17880.52,15455.66,134061.67,744074.28,18314.93,0.0,130,122,904346.52,6956.51,MASCULINO,SSE
PSDB,101,94,254227.51,2517.1,26893.07,83836.95,113350.0,23350.05,6797.44,290,257,268383.01,925.46,MASCULINO,SSE
PTB,62,58,1059145.83,17083.0,4708.83,143550.0,493887.0,417000.0,0.0,1790,1570,973145.37,543.66,MASCULINO,SSE
PSDB,228,223,2479997.7,10877.18,8121.2,137441.72,2224653.62,0.0,109781.16,1395,1092,2458111.04,1762.09,MASCULINO,SSE
PSDB,374,356,1457124.19,3896.05,25452.75,230056.13,1012546.31,0.0,189069.0,1217,994,1580355.87,1298.57,MASCULINO,SSE
PMDB,22,19,623661.58,28348.25,6933.54,3128.04,337600.0,276000.0,0.0,1300,1223,437373.08,336.44,MASCULINO,SSE
PSDB,37,31,440016.61,11892.34,50000.0,314596.7,51800.0,23619.91,0.0,359,292,339936.96,946.9,FEMININO,SSE
PMDB,42,40,734519.63,17488.56,4262.63,154757.0,500000.0,75500.0,0.0,856,721,532113.76,621.63,MASCULINO,SSE
PSDB,29,25,463248.8,15974.1,0.0,61448.8,119200.0,282600.0,0.0,194,191,460636.88,2374.42,MASCULINO,SSE
PSDB,27,24,725561.0,26872.63,49750.0,175500.0,450311.0,0.0,50000.0,129,118,665859.7,5161.7,MASCULINO,SSE
PMDB,50,47,400639.94,8012.8,0.0,98750.0,162449.94,139440.0,0.0,340,278,371927.65,1093.9,MASCULINO,SSE
PDT,13,13,81140.0,6241.54,3440.0,14700.0,63000.0,0.0,0.0,50,48,73139.15,1462.78,MASCULINO,NNE
PMDB,18,18,323008.06,17944.89,0.0,4000.0,212000.0,39000.0,68008.06,194,178,291584.64,1503.01,MASCULINO,SSE
PMDB,82,76,531393.04,6480.4,0.0,54500.0,465334.98,9300.0,2258.06,527,406,464173.91,880.79,MASCULINO,SSE
PMDB,31,30,337443.71,10885.28,1225.0,6500.0,324002.59,1200.0,4516.12,145,139,316357.18,2181.77,MASCULINO,SSE
PT,71,62,171268.7,2412.24,27958.7,19770.0,1500.0,122040.0,0.0,228,178,164191.65,720.14,MASCULINO,NNE
PMDB,22,21,438013.78,19909.72,2000.0,0.0,315500.0,115997.66,4516.12,77,72,360597.7,4683.09,MASCULINO,SSE
PP,24,24,228204.7,9508.53,8860.0,33832.17,182512.53,3000.0,0.0,161,141,223568.26,1388.62,MASCULINO,SSE
PP,20,19,253490.0,12674.5,0.0,18420.0,235070.0,0.0,0.0,135,131,248664.08,1841.96,FEMININO,SSE
PP,76,75,673527.22,8862.2,0.0,77753.78,594773.44,1000.0,0.0,897,814,614812.74,685.41,MASCULINO,SSE
PMDB,39,38,821359.22,21060.49,12555.6,21450.0,498737.5,284100.0,4516.12,241,191,776145.08,3220.52,MASCULINO,SSE
PSC,50,49,135990.0,2719.8,0.0,87820.0,22720.0,25450.0,0.0,45,40,94667.76,2103.73,MASCULINO,NNE
PFL,37,37,183665.2,4963.92,9745.2,23420.0,145000.0,5500.0,0.0,87,69,158273.18,1819.23,MASCULINO,NNE
PFL,88,85,794326.36,9026.44,0.0,138500.0,625826.36,30000.0,0.0,1196,885,744145.85,622.2,MASCULINO,NNE
PTB,23,22,122662.1,5333.13,16515.1,28800.0,72500.0,4847.0,0.0,156,139,90974.42,583.17,MASCULINO,SSE
PMDB,47,46,593624.5,12630.31,0.0,195424.5,369200.0,29000.0,0.0,523,465,554710.88,1060.63,FEMININO,NNE
PTB,136,128,118634.68,872.31,2565.28,116069.4,0.0,0.0,0.0,221,205,119563.01,541.01,MASCULINO,SSE
PMDB,34,30,282620.0,8312.35,0.0,55625.0,1995.0,225000.0,0.0,254,245,264864.68,1042.77,MASCULINO,NNE
PV,19,19,37072.65,1951.19,25336.5,4000.0,2225.93,5510.22,0.0,25,22,37026.65,1481.07,MASCULINO,NNE
PTB,26,24,310297.78,11934.53,19897.78,22000.0,155000.0,112400.0,1000.0,627,264,245864.38,392.13,MASCULINO,SSE
PDT,34,31,625764.64,18404.84,93874.64,20000.0,511890.0,0.0,0.0,406,343,546217.76,1345.36,FEMININO,SSE
PC do B,185,179,193942.95,1048.34,3615.0,65540.0,30000.0,71397.95,23390.0,218,194,210706.56,966.54,FEMININO,NNE
PL,4,4,36654.0,9163.5,0.0,30354.0,0.0,6300.0,0.0,19,15,36638.55,1928.34,FEMININO,NNE
PC do B,88,88,251160.0,2854.09,3225.0,45490.0,44000.0,93000.0,65445.0,172,145,262913.87,1528.57,MASCULINO,NNE
PDT,39,38,208542.21,5347.24,1357.73,3050.0,156784.48,47350.0,0.0,159,147,197078.07,1239.48,MASCULINO,SSE
PT,86,79,919061.0,10686.76,0.0,49600.0,393341.0,376500.0,99620.0,350,264,629156.97,1797.59,MASCULINO,NNE
PT,143,129,244865.0,1712.34,0.0,37565.0,165400.0,41900.0,0.0,148,142,258946.4,1749.64,MASCULINO,NNE
PFL,73,73,286671.1,3927.0,19267.0,89104.1,173300.0,5000.0,0.0,138,113,277398.92,2010.14,MASCULINO,SSE
PT,79,75,502690.19,6363.17,0.0,80343.8,412346.39,10000.0,0.0,242,206,448738.42,1854.29,MASCULINO,NNE
PT,13,13,571517.98,43962.92,0.0,266517.98,140000.0,165000.0,0.0,358,263,549625.98,1535.27,MASCULINO,NNE
PT,45,36,594223.72,13204.97,0.0,7991.99,293000.05,14231.68,279000.0,176,110,376796.67,2140.89,MASCULINO,NNE
PT,64,57,106300.0,1660.94,0.0,95300.0,11000.0,0.0,0.0,102,72,99699.36,977.44,MASCULINO,NNE
PT,36,36,30698.0,852.72,0.0,10810.0,15000.0,4888.0,0.0,41,37,53146.63,1296.26,MASCULINO,NNE
PT,214,206,435893.0,2036.88,10843.0,81400.0,172000.0,171650.0,0.0,769,519,342643.88,445.57,MASCULINO,NNE
PTB,214,208,1626922.75,7602.44,0.0,25000.0,1601922.75,0.0,0.0,552,486,1792863.25,3247.94,MASCULINO,NNE
PFL,135,135,748722.92,5546.1,3706.81,97751.0,247238.11,397900.0,2127.0,676,433,655308.41,969.39,MASCULINO,SSE
PTB,43,42,756059.0,17582.77,0.0,7009.0,702550.0,6500.0,40000.0,243,198,638597.26,2627.97,MASCULINO,NNE
PFL,8,8,342830.0,42853.75,56830.0,95000.0,50000.0,141000.0,0.0,54,51,342816.1,6348.45,FEMININO,NNE
PFL,10,8,520600.0,52060.0,0.0,50000.0,220000.0,250600.0,0.0,166,128,482541.09,2906.87,MASCULINO,NNE
PTB,34,29,1438987.45,42323.16,0.0,15000.0,1123987.45,0.0,300000.0,208,191,1219682.12,5863.86,MASCULINO,NNE
PDT,16,15,61700.0,3856.25,0.0,3200.0,48000.0,10500.0,0.0,52,35,53139.29,1021.91,MASCULINO,NNE
PTB,23,23,153809.01,6687.35,14760.0,24500.0,59400.0,55149.01,0.0,41,35,152239.01,3713.15,MASCULINO,NNE
PDT,19,19,142890.0,7520.53,0.0,100520.0,42370.0,0.0,0.0,42,33,122815.38,2924.18,MASCULINO,NNE
PFL,176,165,1127233.53,6404.74,18989.5,221388.67,816003.7,0.0,70851.66,1434,1355,1150483.14,802.29,MASCULINO,SSE
PSDB,26,23,437506.16,16827.16,0.0,25700.0,408742.0,3064.16,0.0,122,112,368989.57,3024.5,MASCULINO,NNE
PC do B,10,10,753000.0,75300.0,0.0,13000.0,740000.0,0.0,0.0,132,114,736778.0,5581.65,MASCULINO,NNE
PMDB,20,20,212500.0,10625.0,0.0,37500.0,0.0,175000.0,0.0,196,169,167720.43,855.72,MASCULINO,NNE
PSDB,20,20,157000.0,7850.0,0.0,62000.0,73000.0,22000.0,0.0,32,31,156975.92,4905.5,MASCULINO,NNE
PMDB,8,7,227000.0,28375.0,100000.0,12000.0,90000.0,25000.0,0.0,130,119,206082.0,1585.25,MASCULINO,NNE
PFL,275,270,744361.07,2706.77,104348.2,100791.62,539221.25,0.0,0.0,175,154,755106.57,4314.89,MASCULINO,SSE
PMDB,65,64,279541.51,4300.64,0.0,153821.51,120720.0,5000.0,0.0,179,145,271654.42,1517.62,MASCULINO,NNE
PFL,91,87,625290.01,6871.32,11233.6,127623.35,454024.34,32408.72,0.0,420,361,562799.57,1340.0,MASCULINO,SSE
PDT,22,20,183600.0,8345.45,0.0,43100.0,118000.0,22500.0,0.0,69,55,156945.12,2274.57,MASCULINO,NNE
PV,10,10,323612.91,32361.29,111612.91,0.0,210000.0,2000.0,0.0,62,60,221521.39,3572.93,MASCULINO,NNE
PMDB,9,7,161000.0,17888.89,0.0,15000.0,142000.0,4000.0,0.0,42,34,151797.07,3614.22,MASCULINO,NNE
PP,9,5,243500.0,27055.56,2000.0,1500.0,0.0,240000.0,0.0,102,91,234322.05,2297.28,MASCULINO,NNE
PP,52,51,108465.36,2085.87,4277.0,46470.0,27800.78,29917.58,0.0,124,94,100661.35,811.79,MASCULINO,SSE
PP,80,79,216130.0,2701.62,3000.0,15130.0,102000.0,96000.0,0.0,194,122,204096.24,1052.04,MASCULINO,NNE
PP,152,136,520972.38,3427.45,14759.38,1890.0,459775.0,4700.0,39848.0,430,288,467808.16,1087.93,MASCULINO,SSE
PP,16,16,374920.68,23432.54,19783.9,9500.0,345000.0,636.78,0.0,121,100,341084.83,2818.88,FEMININO,NNE
PP,484,465,476096.62,983.67,4932.92,101201.7,204868.0,165094.0,0.0,823,385,399764.41,485.74,MASCULINO,SSE
PTB,4,4,135012.25,33753.06,0.0,0.0,135000.0,12.25,0.0,37,29,133555.17,3609.6,MASCULINO,NNE
PMDB,28,25,1202350.0,42941.07,0.0,4000.0,810550.0,387800.0,0.0,494,464,1123429.34,2274.15,MASCULINO,SSE
PFL,4,4,105000.0,26250.0,0.0,100000.0,5000.0,0.0,0.0,27,25,104966.0,3887.63,MASCULINO,NNE
PL,29,28,418911.49,14445.22,0.0,0.0,418911.49,0.0,0.0,442,389,410406.29,928.52,MASCULINO,SSE
PL,28,27,174075.31,6216.98,6475.31,15750.0,49500.0,102350.0,0.0,127,115,154474.74,1216.34,MASCULINO,SSE
PL,46,41,408352.31,8877.22,0.0,33818.3,185000.0,186552.15,2981.86,350,324,391477.31,1118.51,MASCULINO,SSE
PL,21,18,684945.56,32616.46,2285.56,4680.0,333800.0,344180.0,0.0,555,522,665373.57,1198.87,MASCULINO,SSE
PL,115,106,544137.78,4731.63,4137.78,26850.0,503150.0,10000.0,0.0,262,227,507443.43,1936.81,MASCULINO,SSE
PL,44,41,1053090.51,23933.88,3377.77,18039.7,999673.04,32000.0,0.0,494,476,1020262.9,2065.31,MASCULINO,SSE
PFL,40,39,589259.05,14731.48,62259.05,2000.0,495000.0,30000.0,0.0,497,429,557003.81,1120.73,MASCULINO,SSE
PFL,36,34,533944.27,14831.79,138261.17,24725.0,370958.1,0.0,0.0,842,797,521718.57,619.62,MASCULINO,SSE
PFL,13,10,207204.55,15938.81,53204.55,0.0,154000.0,0.0,0.0,70,65,200673.61,2866.77,MASCULINO,SSE
PFL,16,15,459313.73,28707.11,4614.58,499.15,427270.0,26930.0,0.0,237,222,419690.82,1770.85,MASCULINO,SSE
PFL,38,37,992614.58,26121.44,4614.58,73000.0,694000.0,221000.0,0.0,1396,1277,940899.72,674.0,MASCULINO,SSE
PFL,38,37,1229122.38,32345.33,3458.66,99500.0,920163.72,16000.0,190000.0,479,447,1200672.33,2506.62,MASCULINO,SSE
PSDB,26,24,411870.0,15841.15,37450.0,72120.0,267150.0,35150.0,0.0,97,96,405685.85,4182.33,MASCULINO,NNE
PSDB,33,30,1483832.42,44964.62,6006.42,2100.0,1309160.0,4200.0,162366.0,340,255,1155914.02,3399.75,MASCULINO,SSE
PSDB,103,98,217155.84,2108.31,1005.0,50480.0,162767.42,2903.42,0.0,183,101,206136.55,1126.43,MASCULINO,SSE
PSDB,312,297,936137.42,3000.44,4658.42,32494.0,884045.0,5100.0,9840.0,480,207,833435.06,1736.32,MASCULINO,SSE
PMDB,74,66,1011732.46,13672.06,2825.0,143850.0,394957.46,375100.0,95000.0,788,738,975302.56,1237.69,MASCULINO,SSE
PSDB,639,595,1453435.42,2274.55,2177.42,145526.0,1302780.0,0.0,2952.0,2218,1503,1407981.06,634.8,MASCULINO,SSE
PSDB,34,34,788317.61,23185.81,14449.42,93228.0,552053.0,2777.19,125810.0,1384,1091,669557.3,483.78,MASCULINO,SSE
PSDB,43,42,626327.25,14565.75,0.0,106260.0,17182.42,502884.83,0.0,431,351,588278.15,1364.91,MASCULINO,SSE
PSDB,37,37,558597.58,15097.23,4022.42,28603.66,364100.0,64031.5,97840.0,350,305,502478.81,1435.65,MASCULINO,SSE
PPS,53,50,201472.19,3801.36,10022.03,138469.57,42980.59,10000.0,0.0,244,221,176493.19,723.33,MASCULINO,SSE
PMDB,180,175,181629.0,1009.05,1200.0,154549.0,9725.0,16155.0,0.0,262,136,143691.52,548.44,MASCULINO,SSE
PFL,49,49,428979.13,8754.68,6661.5,173575.6,175529.0,73213.03,0.0,242,197,357782.83,1478.44,MASCULINO,SSE
PFL,22,19,430000.2,19545.46,0.0,40250.0,388750.2,1000.0,0.0,95,85,419253.72,4413.2,MASCULINO,SSE
PMDB,31,31,705577.04,22760.55,1000.0,15468.39,673524.07,15584.58,0.0,246,198,692827.54,2816.37,MASCULINO,SSE
PTB,60,26,572405.0,9540.08,220000.0,293700.0,51500.0,0.0,7205.0,188,139,447068.76,2378.03,MASCULINO,SSE
PTB,57,32,228610.0,4010.7,74840.0,18770.0,100000.0,35000.0,0.0,87,53,191384.52,2199.82,MASCULINO,SSE
PMDB,12,12,418668.0,34889.0,0.0,148030.0,75638.0,195000.0,0.0,101,89,418111.28,4139.72,MASCULINO,NNE
PPS,52,52,614835.0,11823.75,36635.0,1700.0,558500.0,18000.0,0.0,641,531,583233.65,909.88,MASCULINO,SSE
PC do B,168,164,143985.0,857.05,4520.0,89100.0,11930.0,38435.0,0.0,303,266,161930.74,534.42,MASCULINO,NNE
